hour,transaction_count,fraud_count,total_amount,avg_amount,avg_ip_risk,fraud_rate,hour_of_day,day_of_week,is_weekend
2022-03-03 09:00:00,33,0,5188.14,157.22,21.53,0.0,9,3,0
2022-03-03 10:00:00,36,0,6901.06,191.7,21.26,0.0,10,3,0
2022-03-03 11:00:00,49,1,7199.24,146.92,23.65,0.020408,11,3,0
2022-03-03 12:00:00,39,0,6895.4,176.81,19.22,0.0,12,3,0
2022-03-03 13:00:00,31,0,6571.88,212.0,19.76,0.0,13,3,0
2022-03-03 14:00:00,41,0,7071.75,172.48,21.31,0.0,14,3,0
2022-03-03 15:00:00,36,2,6480.34,180.01,24.72,0.055556,15,3,0
2022-03-03 16:00:00,48,0,10935.71,227.83,20.66,0.0,16,3,0
2022-03-03 17:00:00,50,0,10630.01,212.6,17.33,0.0,17,3,0
2022-03-03 18:00:00,22,1,3856.77,175.31,23.58,0.045455,18,3,0
2022-03-03 19:00:00,42,0,9014.51,214.63,20.19,0.0,19,3,0
2022-03-03 20:00:00,46,0,6328.0,137.57,22.03,0.0,20,3,0
2022-03-03 21:00:00,39,1,6897.21,176.85,20.06,0.025641,21,3,0
2022-03-03 22:00:00,36,0,6745.31,187.37,21.83,0.0,22,3,0
2022-03-03 23:00:00,32,0,4833.17,151.04,21.62,0.0,23,3,0
2022-03-04 00:00:00,39,1,10155.17,260.39,22.21,0.025641,0,4,0
2022-03-04 01:00:00,35,1,11298.29,322.81,22.81,0.028571,1,4,0
2022-03-04 02:00:00,33,2,5380.38,163.04,22.24,0.060606,2,4,0
2022-03-04 03:00:00,36,2,5310.03,147.5,17.7,0.055556,3,4,0
2022-03-04 04:00:00,38,1,7355.76,193.57,18.2,0.026316,4,4,0
2022-03-04 05:00:00,36,0,3826.27,106.29,21.17,0.0,5,4,0
2022-03-04 06:00:00,37,0,5310.66,143.53,24.82,0.0,6,4,0
2022-03-04 07:00:00,39,0,5605.53,143.73,17.2,0.0,7,4,0
2022-03-04 08:00:00,37,1,5682.36,153.58,24.18,0.027027,8,4,0
2022-03-04 09:00:00,41,0,11525.19,281.1,18.31,0.0,9,4,0
2022-03-04 10:00:00,39,0,5474.24,140.37,27.03,0.0,10,4,0
2022-03-04 11:00:00,42,0,3925.12,93.46,19.07,0.0,11,4,0
2022-03-04 12:00:00,35,1,5456.01,155.89,19.99,0.028571,12,4,0
2022-03-04 13:00:00,38,1,6241.96,164.26,22.71,0.026316,13,4,0
2022-03-04 14:00:00,39,2,8528.05,218.67,25.73,0.051282,14,4,0
2022-03-04 15:00:00,42,1,9417.95,224.24,22.68,0.02381,15,4,0
2022-03-04 16:00:00,39,0,6112.5,156.73,27.21,0.0,16,4,0
2022-03-04 17:00:00,45,0,5727.61,127.28,23.55,0.0,17,4,0
2022-03-04 18:00:00,31,1,3463.95,111.74,23.72,0.032258,18,4,0
2022-03-04 19:00:00,31,1,5577.36,179.91,20.09,0.032258,19,4,0
2022-03-04 20:00:00,44,0,8862.22,201.41,23.02,0.0,20,4,0
2022-03-04 21:00:00,48,0,6530.38,136.05,22.3,0.0,21,4,0
2022-03-04 22:00:00,31,0,4221.31,136.17,15.47,0.0,22,4,0
2022-03-04 23:00:00,49,1,9552.26,194.94,19.72,0.020408,23,4,0
2022-03-05 00:00:00,41,3,6900.79,168.31,23.33,0.073171,0,5,1
2022-03-05 01:00:00,35,0,7677.94,219.37,17.28,0.0,1,5,1
2022-03-05 02:00:00,44,1,8121.71,184.58,20.55,0.022727,2,5,1
2022-03-05 03:00:00,32,1,8208.84,256.53,26.94,0.03125,3,5,1
2022-03-05 04:00:00,55,5,11094.21,201.71,23.36,0.090909,4,5,1
2022-03-05 05:00:00,38,0,7705.65,202.78,19.96,0.0,5,5,1
2022-03-05 06:00:00,29,0,3309.92,114.14,19.78,0.0,6,5,1
2022-03-05 07:00:00,41,1,8383.72,204.48,21.58,0.02439,7,5,1
2022-03-05 08:00:00,27,0,3181.69,117.84,17.14,0.0,8,5,1
2022-03-05 09:00:00,47,1,11602.78,246.87,21.75,0.021277,9,5,1
2022-03-05 10:00:00,40,0,4999.27,124.98,20.82,0.0,10,5,1
2022-03-05 11:00:00,39,0,5789.46,148.45,21.05,0.0,11,5,1
2022-03-05 12:00:00,39,1,6962.32,178.52,20.77,0.025641,12,5,1
2022-03-05 13:00:00,35,0,12885.88,368.17,21.23,0.0,13,5,1
2022-03-05 14:00:00,34,0,3633.33,106.86,22.3,0.0,14,5,1
2022-03-05 15:00:00,44,0,6356.92,144.48,19.12,0.0,15,5,1
2022-03-05 16:00:00,45,2,13695.06,304.33,22.18,0.044444,16,5,1
2022-03-05 17:00:00,38,1,11252.69,296.12,21.58,0.026316,17,5,1
2022-03-05 18:00:00,41,0,9460.57,230.75,23.9,0.0,18,5,1
2022-03-05 19:00:00,30,0,5067.17,168.91,15.82,0.0,19,5,1
2022-03-05 20:00:00,31,0,4622.4,149.11,24.03,0.0,20,5,1
2022-03-05 21:00:00,42,1,5854.08,139.38,20.78,0.02381,21,5,1
2022-03-05 22:00:00,44,0,8605.78,195.59,23.09,0.0,22,5,1
2022-03-05 23:00:00,41,0,7267.06,177.25,24.83,0.0,23,5,1
2022-03-06 00:00:00,35,1,6135.89,175.31,19.9,0.028571,0,6,1
2022-03-06 01:00:00,39,1,13275.52,340.4,26.96,0.025641,1,6,1
2022-03-06 02:00:00,28,1,5019.04,179.25,25.71,0.035714,2,6,1
2022-03-06 03:00:00,39,3,11708.0,300.21,27.36,0.076923,3,6,1
2022-03-06 04:00:00,35,4,10026.22,286.46,27.04,0.114286,4,6,1
2022-03-06 05:00:00,41,0,7095.24,173.05,23.89,0.0,5,6,1
2022-03-06 06:00:00,54,0,11205.55,207.51,21.29,0.0,6,6,1
2022-03-06 07:00:00,37,1,6264.35,169.31,18.88,0.027027,7,6,1
2022-03-06 08:00:00,37,1,8418.05,227.51,25.85,0.027027,8,6,1
2022-03-06 09:00:00,37,2,6393.67,172.8,22.38,0.054054,9,6,1
2022-03-06 10:00:00,34,1,9188.4,270.25,25.48,0.029412,10,6,1
2022-03-06 11:00:00,32,0,4600.66,143.77,22.37,0.0,11,6,1
2022-03-06 12:00:00,37,0,7723.77,208.75,22.69,0.0,12,6,1
2022-03-06 13:00:00,46,0,9550.82,207.63,20.61,0.0,13,6,1
2022-03-06 14:00:00,35,0,8773.41,250.67,23.82,0.0,14,6,1
2022-03-06 15:00:00,33,1,6292.93,190.69,19.97,0.030303,15,6,1
2022-03-06 16:00:00,39,0,6996.91,179.41,19.52,0.0,16,6,1
2022-03-06 17:00:00,48,0,11295.37,235.32,23.13,0.0,17,6,1
2022-03-06 18:00:00,38,0,12766.9,335.97,18.59,0.0,18,6,1
2022-03-06 19:00:00,40,1,8547.6,213.69,18.98,0.025,19,6,1
2022-03-06 20:00:00,37,0,4164.78,112.56,22.63,0.0,20,6,1
2022-03-06 21:00:00,44,1,7611.66,172.99,22.06,0.022727,21,6,1
2022-03-06 22:00:00,30,0,6907.07,230.24,21.07,0.0,22,6,1
2022-03-06 23:00:00,36,0,7155.89,198.77,17.97,0.0,23,6,1
2022-03-07 00:00:00,46,1,4943.37,107.46,21.36,0.021739,0,0,0
2022-03-07 01:00:00,39,1,5799.47,148.7,24.03,0.025641,1,0,0
2022-03-07 02:00:00,42,2,8778.72,209.02,21.77,0.047619,2,0,0
2022-03-07 03:00:00,37,0,5329.6,144.04,19.47,0.0,3,0,0
2022-03-07 04:00:00,41,0,4543.14,110.81,17.58,0.0,4,0,0
2022-03-07 05:00:00,40,2,9732.07,243.3,22.27,0.05,5,0,0
2022-03-07 06:00:00,37,0,6729.95,181.89,18.69,0.0,6,0,0
2022-03-07 07:00:00,47,1,9167.41,195.05,16.94,0.021277,7,0,0
2022-03-07 08:00:00,42,1,6223.55,148.18,24.65,0.02381,8,0,0
2022-03-07 09:00:00,35,0,3953.48,112.96,22.82,0.0,9,0,0
2022-03-07 10:00:00,41,1,9262.64,225.92,19.68,0.02439,10,0,0
2022-03-07 11:00:00,35,0,3900.07,111.43,23.16,0.0,11,0,0
2022-03-07 12:00:00,47,1,9213.19,196.03,21.29,0.021277,12,0,0
2022-03-07 13:00:00,32,2,7695.42,240.48,28.88,0.0625,13,0,0
2022-03-07 14:00:00,31,0,5921.71,191.02,20.16,0.0,14,0,0
2022-03-07 15:00:00,42,3,30156.92,718.02,22.62,0.071429,15,0,0
2022-03-07 16:00:00,40,0,5804.81,145.12,17.71,0.0,16,0,0
2022-03-07 17:00:00,38,0,5520.57,145.28,21.21,0.0,17,0,0
2022-03-07 18:00:00,40,0,10898.72,272.47,19.89,0.0,18,0,0
2022-03-07 19:00:00,38,1,4261.27,112.14,22.53,0.026316,19,0,0
2022-03-07 20:00:00,40,0,8923.41,223.09,17.38,0.0,20,0,0
2022-03-07 21:00:00,47,0,9291.95,197.7,20.97,0.0,21,0,0
2022-03-07 22:00:00,30,0,6037.86,201.26,19.6,0.0,22,0,0
2022-03-07 23:00:00,24,0,4431.26,184.64,20.26,0.0,23,0,0
2022-03-08 00:00:00,41,1,10424.94,254.27,26.59,0.02439,0,1,0
2022-03-08 01:00:00,39,1,7231.01,185.41,20.31,0.025641,1,1,0
2022-03-08 02:00:00,43,0,6500.59,151.18,18.88,0.0,2,1,0
2022-03-08 03:00:00,34,0,5055.82,148.7,19.45,0.0,3,1,0
2022-03-08 04:00:00,40,1,6506.97,162.67,21.82,0.025,4,1,0
2022-03-08 05:00:00,32,0,4398.99,137.47,20.3,0.0,5,1,0
2022-03-08 06:00:00,28,0,4610.58,164.66,24.19,0.0,6,1,0
2022-03-08 07:00:00,24,0,2016.05,84.0,24.74,0.0,7,1,0
2022-03-08 08:00:00,48,1,10837.95,225.79,27.41,0.020833,8,1,0
2022-03-08 09:00:00,30,0,3652.92,121.76,20.23,0.0,9,1,0
2022-03-08 10:00:00,35,1,5993.15,171.23,23.23,0.028571,10,1,0
2022-03-08 11:00:00,32,0,4194.88,131.09,19.78,0.0,11,1,0
2022-03-08 12:00:00,33,0,6285.93,190.48,23.46,0.0,12,1,0
2022-03-08 13:00:00,48,2,5475.29,114.07,22.4,0.041667,13,1,0
2022-03-08 14:00:00,47,1,8897.64,189.31,19.49,0.021277,14,1,0
2022-03-08 15:00:00,33,0,6365.17,192.88,21.16,0.0,15,1,0
2022-03-08 16:00:00,34,0,4246.97,124.91,21.69,0.0,16,1,0
2022-03-08 17:00:00,33,0,3510.7,106.38,22.1,0.0,17,1,0
2022-03-08 18:00:00,34,0,3876.64,114.02,24.02,0.0,18,1,0
2022-03-08 19:00:00,46,1,8774.51,190.75,20.29,0.021739,19,1,0
2022-03-08 20:00:00,33,0,7340.94,222.45,17.99,0.0,20,1,0
2022-03-08 21:00:00,49,0,8753.25,178.64,21.18,0.0,21,1,0
2022-03-08 22:00:00,42,0,5296.95,126.12,24.7,0.0,22,1,0
2022-03-08 23:00:00,40,1,7883.18,197.08,19.28,0.025,23,1,0
2022-03-09 00:00:00,37,2,6267.71,169.4,21.18,0.054054,0,2,0
2022-03-09 01:00:00,32,0,4142.7,129.46,20.52,0.0,1,2,0
2022-03-09 02:00:00,46,1,8523.57,185.3,21.49,0.021739,2,2,0
2022-03-09 03:00:00,35,2,4844.59,138.42,24.65,0.057143,3,2,0
2022-03-09 04:00:00,36,1,5489.47,152.49,19.73,0.027778,4,2,0
2022-03-09 05:00:00,41,1,6747.31,164.57,22.6,0.02439,5,2,0
2022-03-09 06:00:00,46,0,6595.73,143.39,19.63,0.0,6,2,0
2022-03-09 07:00:00,35,1,8906.04,254.46,28.27,0.028571,7,2,0
2022-03-09 08:00:00,44,1,7685.24,174.66,19.23,0.022727,8,2,0
2022-03-09 09:00:00,32,1,6459.41,201.86,17.69,0.03125,9,2,0
2022-03-09 10:00:00,36,1,5933.58,164.82,28.39,0.027778,10,2,0
2022-03-09 11:00:00,35,0,4187.44,119.64,20.49,0.0,11,2,0
2022-03-09 12:00:00,39,0,6673.47,171.11,21.43,0.0,12,2,0
2022-03-09 13:00:00,40,1,6283.1,157.08,23.29,0.025,13,2,0
2022-03-09 14:00:00,39,1,5457.24,139.93,26.25,0.025641,14,2,0
2022-03-09 15:00:00,34,0,6134.97,180.44,19.82,0.0,15,2,0
2022-03-09 16:00:00,45,3,10150.88,225.58,23.01,0.066667,16,2,0
2022-03-09 17:00:00,36,1,5510.91,153.08,27.28,0.027778,17,2,0
2022-03-09 18:00:00,35,0,7548.48,215.67,22.47,0.0,18,2,0
2022-03-09 19:00:00,36,1,5965.53,165.71,23.39,0.027778,19,2,0
2022-03-09 20:00:00,39,0,7985.63,204.76,21.14,0.0,20,2,0
2022-03-09 21:00:00,38,0,8284.08,218.0,22.11,0.0,21,2,0
2022-03-09 22:00:00,40,1,7302.83,182.57,17.94,0.025,22,2,0
2022-03-09 23:00:00,30,1,4981.72,166.06,23.59,0.033333,23,2,0
2022-03-10 00:00:00,33,0,6303.33,191.01,17.81,0.0,0,3,0
2022-03-10 01:00:00,31,0,4755.43,153.4,20.48,0.0,1,3,0
2022-03-10 02:00:00,54,2,7758.11,143.67,20.63,0.037037,2,3,0
2022-03-10 03:00:00,34,1,6779.75,199.4,20.84,0.029412,3,3,0
2022-03-10 04:00:00,46,1,14314.03,311.17,23.84,0.021739,4,3,0
2022-03-10 05:00:00,26,0,4094.71,157.49,17.53,0.0,5,3,0
2022-03-10 06:00:00,39,0,3759.27,96.39,15.46,0.0,6,3,0
2022-03-10 07:00:00,37,0,7116.35,192.33,22.43,0.0,7,3,0
2022-03-10 08:00:00,38,0,6442.61,169.54,20.78,0.0,8,3,0
2022-03-10 09:00:00,33,0,5509.74,166.96,25.44,0.0,9,3,0
2022-03-10 10:00:00,37,1,6135.27,165.82,23.59,0.027027,10,3,0
2022-03-10 11:00:00,41,0,8022.27,195.67,19.23,0.0,11,3,0
2022-03-10 12:00:00,32,0,6460.61,201.89,18.99,0.0,12,3,0
2022-03-10 13:00:00,30,0,3708.7,123.62,21.49,0.0,13,3,0
2022-03-10 14:00:00,35,0,7674.44,219.27,23.69,0.0,14,3,0
2022-03-10 15:00:00,42,0,6345.07,151.07,25.51,0.0,15,3,0
2022-03-10 16:00:00,33,1,6583.85,199.51,19.84,0.030303,16,3,0
2022-03-10 17:00:00,38,0,7679.22,202.08,22.75,0.0,17,3,0
2022-03-10 18:00:00,43,0,8241.06,191.65,21.66,0.0,18,3,0
2022-03-10 19:00:00,46,1,9915.44,215.55,23.67,0.021739,19,3,0
2022-03-10 20:00:00,47,2,10225.5,217.56,18.47,0.042553,20,3,0
2022-03-10 21:00:00,40,1,7953.17,198.83,22.34,0.025,21,3,0
2022-03-10 22:00:00,40,1,8309.16,207.73,15.55,0.025,22,3,0
2022-03-10 23:00:00,33,0,7835.64,237.44,21.17,0.0,23,3,0
2022-03-11 00:00:00,42,0,5258.9,125.21,22.38,0.0,0,4,0
2022-03-11 01:00:00,32,0,2893.39,90.42,21.79,0.0,1,4,0
2022-03-11 02:00:00,37,0,5803.42,156.85,18.95,0.0,2,4,0
2022-03-11 03:00:00,42,1,5098.75,121.4,24.4,0.02381,3,4,0
2022-03-11 04:00:00,28,0,3439.98,122.86,25.68,0.0,4,4,0
2022-03-11 05:00:00,33,0,4721.48,143.08,22.44,0.0,5,4,0
2022-03-11 06:00:00,38,0,5990.83,157.65,19.95,0.0,6,4,0
2022-03-11 07:00:00,47,0,7522.88,160.06,24.21,0.0,7,4,0
2022-03-11 08:00:00,37,1,7354.11,198.76,25.91,0.027027,8,4,0
2022-03-11 09:00:00,36,1,8999.51,249.99,27.04,0.027778,9,4,0
2022-03-11 10:00:00,44,0,7450.92,169.34,21.01,0.0,10,4,0
2022-03-11 11:00:00,30,1,4597.58,153.25,25.69,0.033333,11,4,0
2022-03-11 12:00:00,36,0,6775.5,188.21,21.47,0.0,12,4,0
2022-03-11 13:00:00,39,2,7409.88,190.0,22.49,0.051282,13,4,0
2022-03-11 14:00:00,37,1,6986.13,188.81,18.84,0.027027,14,4,0
2022-03-11 15:00:00,30,2,5875.03,195.83,22.32,0.066667,15,4,0
2022-03-11 16:00:00,26,1,2919.4,112.28,27.65,0.038462,16,4,0
2022-03-11 17:00:00,37,1,4655.23,125.82,19.66,0.027027,17,4,0
2022-03-11 18:00:00,39,1,5294.44,135.75,21.14,0.025641,18,4,0
2022-03-11 19:00:00,48,1,5123.78,106.75,23.47,0.020833,19,4,0
2022-03-11 20:00:00,39,1,5423.12,139.05,20.88,0.025641,20,4,0
2022-03-11 21:00:00,44,0,10520.83,239.11,19.92,0.0,21,4,0
2022-03-11 22:00:00,45,0,7486.05,166.36,20.67,0.0,22,4,0
2022-03-11 23:00:00,38,0,9088.15,239.16,23.12,0.0,23,4,0
2022-03-12 00:00:00,31,0,4085.55,131.79,18.0,0.0,0,5,1
2022-03-12 01:00:00,36,1,6066.31,168.51,28.29,0.027778,1,5,1
2022-03-12 02:00:00,32,1,11113.26,347.29,18.52,0.03125,2,5,1
2022-03-12 03:00:00,48,0,5800.07,120.83,21.26,0.0,3,5,1
2022-03-12 04:00:00,34,2,7189.85,211.47,24.23,0.058824,4,5,1
2022-03-12 05:00:00,41,0,6452.08,157.37,18.43,0.0,5,5,1
2022-03-12 06:00:00,37,4,14712.12,397.62,21.48,0.108108,6,5,1
2022-03-12 07:00:00,37,1,7430.19,200.82,24.65,0.027027,7,5,1
2022-03-12 08:00:00,43,2,8351.2,194.21,20.26,0.046512,8,5,1
2022-03-12 09:00:00,36,1,9553.88,265.39,20.54,0.027778,9,5,1
2022-03-12 10:00:00,39,0,6353.05,162.9,24.9,0.0,10,5,1
2022-03-12 11:00:00,34,0,4538.02,133.47,21.62,0.0,11,5,1
2022-03-12 12:00:00,34,0,5580.3,164.13,20.23,0.0,12,5,1
2022-03-12 13:00:00,40,1,6033.44,150.84,21.92,0.025,13,5,1
2022-03-12 14:00:00,44,2,9777.07,222.21,21.82,0.045455,14,5,1
2022-03-12 15:00:00,42,0,8609.72,204.99,21.97,0.0,15,5,1
2022-03-12 16:00:00,36,1,9930.5,275.85,18.29,0.027778,16,5,1
2022-03-12 17:00:00,43,0,6529.89,151.86,20.67,0.0,17,5,1
2022-03-12 18:00:00,40,1,10438.52,260.96,24.34,0.025,18,5,1
2022-03-12 19:00:00,48,1,7704.62,160.51,20.85,0.020833,19,5,1
2022-03-12 20:00:00,34,0,6161.65,181.22,24.5,0.0,20,5,1
2022-03-12 21:00:00,36,0,6353.43,176.48,20.44,0.0,21,5,1
2022-03-12 22:00:00,38,0,7903.29,207.98,18.08,0.0,22,5,1
2022-03-12 23:00:00,34,3,8319.08,244.68,24.81,0.088235,23,5,1
2022-03-13 00:00:00,38,0,6659.1,175.24,21.38,0.0,0,6,1
2022-03-13 01:00:00,33,1,7497.86,227.21,21.98,0.030303,1,6,1
2022-03-13 02:00:00,46,3,11116.9,241.67,23.9,0.065217,2,6,1
2022-03-13 03:00:00,33,0,6727.28,203.86,19.24,0.0,3,6,1
2022-03-13 04:00:00,43,2,7914.19,184.05,23.54,0.046512,4,6,1
2022-03-13 05:00:00,37,3,7756.53,209.64,25.74,0.081081,5,6,1
2022-03-13 06:00:00,54,1,14155.41,262.14,22.26,0.018519,6,6,1
2022-03-13 07:00:00,32,0,6730.88,210.34,20.83,0.0,7,6,1
2022-03-13 08:00:00,37,0,8488.43,229.42,22.93,0.0,8,6,1
2022-03-13 09:00:00,41,1,9931.31,242.23,21.55,0.02439,9,6,1
2022-03-13 10:00:00,47,0,8693.15,184.96,17.12,0.0,10,6,1
2022-03-13 11:00:00,46,1,5999.35,130.42,17.85,0.021739,11,6,1
2022-03-13 12:00:00,44,1,10902.08,247.77,19.96,0.022727,12,6,1
2022-03-13 13:00:00,33,0,5835.7,176.84,19.21,0.0,13,6,1
2022-03-13 14:00:00,39,0,9125.23,233.98,26.67,0.0,14,6,1
2022-03-13 15:00:00,42,0,7980.9,190.02,22.6,0.0,15,6,1
2022-03-13 16:00:00,44,0,7885.4,179.21,20.82,0.0,16,6,1
2022-03-13 17:00:00,35,1,4220.27,120.58,20.57,0.028571,17,6,1
2022-03-13 18:00:00,34,0,9753.49,286.87,20.36,0.0,18,6,1
2022-03-13 19:00:00,35,1,6363.82,181.82,19.46,0.028571,19,6,1
2022-03-13 20:00:00,37,0,5433.78,146.86,23.24,0.0,20,6,1
2022-03-13 21:00:00,42,2,8123.21,193.41,25.29,0.047619,21,6,1
2022-03-13 22:00:00,40,1,9962.86,249.07,21.06,0.025,22,6,1
2022-03-13 23:00:00,44,0,7466.89,169.7,19.37,0.0,23,6,1
2022-03-14 00:00:00,40,0,6332.81,158.32,21.59,0.0,0,0,0
2022-03-14 01:00:00,37,1,6227.33,168.31,28.19,0.027027,1,0,0
2022-03-14 02:00:00,32,2,8809.46,275.3,21.84,0.0625,2,0,0
2022-03-14 03:00:00,31,0,2849.09,91.91,25.89,0.0,3,0,0
2022-03-14 04:00:00,51,1,9603.25,188.3,22.45,0.019608,4,0,0
2022-03-14 05:00:00,24,0,3227.06,134.46,19.06,0.0,5,0,0
2022-03-14 06:00:00,47,0,5835.51,124.16,22.8,0.0,6,0,0
2022-03-14 07:00:00,30,0,3594.81,119.83,16.46,0.0,7,0,0
2022-03-14 08:00:00,49,1,13233.46,270.07,19.73,0.020408,8,0,0
2022-03-14 09:00:00,34,0,4093.36,120.39,18.16,0.0,9,0,0
2022-03-14 10:00:00,42,0,6356.75,151.35,22.12,0.0,10,0,0
2022-03-14 11:00:00,45,1,11674.15,259.43,20.69,0.022222,11,0,0
2022-03-14 12:00:00,42,0,8664.81,206.3,21.63,0.0,12,0,0
2022-03-14 13:00:00,40,1,5866.87,146.67,20.15,0.025,13,0,0
2022-03-14 14:00:00,50,0,5607.44,112.15,25.84,0.0,14,0,0
2022-03-14 15:00:00,51,1,9587.15,187.98,22.28,0.019608,15,0,0
2022-03-14 16:00:00,44,0,8678.47,197.24,18.01,0.0,16,0,0
2022-03-14 17:00:00,30,1,6927.51,230.92,20.33,0.033333,17,0,0
2022-03-14 18:00:00,46,0,10429.96,226.74,20.72,0.0,18,0,0
2022-03-14 19:00:00,43,0,7173.52,166.83,20.01,0.0,19,0,0
2022-03-14 20:00:00,35,0,7710.02,220.29,25.01,0.0,20,0,0
2022-03-14 21:00:00,34,0,7013.81,206.29,24.86,0.0,21,0,0
2022-03-14 22:00:00,42,0,7369.77,175.47,24.87,0.0,22,0,0
2022-03-14 23:00:00,40,0,11073.56,276.84,20.01,0.0,23,0,0
2022-03-15 00:00:00,55,2,9095.06,165.36,21.97,0.036364,0,1,0
2022-03-15 01:00:00,39,3,15726.91,403.25,24.66,0.076923,1,1,0
2022-03-15 02:00:00,45,2,9896.66,219.93,19.86,0.044444,2,1,0
2022-03-15 03:00:00,40,1,9925.25,248.13,19.08,0.025,3,1,0
2022-03-15 04:00:00,35,0,6718.1,191.95,21.45,0.0,4,1,0
2022-03-15 05:00:00,41,2,5529.0,134.85,22.87,0.04878,5,1,0
2022-03-15 06:00:00,33,1,5849.68,177.26,20.28,0.030303,6,1,0
2022-03-15 07:00:00,41,1,3963.14,96.66,22.39,0.02439,7,1,0
2022-03-15 08:00:00,47,0,7054.56,150.1,19.3,0.0,8,1,0
2022-03-15 09:00:00,43,1,9334.93,217.09,24.26,0.023256,9,1,0
2022-03-15 10:00:00,40,1,5771.76,144.29,24.24,0.025,10,1,0
2022-03-15 11:00:00,35,2,6904.96,197.28,19.3,0.057143,11,1,0
2022-03-15 12:00:00,33,0,7373.67,223.44,17.95,0.0,12,1,0
2022-03-15 13:00:00,25,0,2521.26,100.85,21.37,0.0,13,1,0
2022-03-15 14:00:00,28,0,4338.86,154.96,20.1,0.0,14,1,0
2022-03-15 15:00:00,38,0,3647.53,95.99,22.74,0.0,15,1,0
2022-03-15 16:00:00,33,1,8573.15,259.79,20.78,0.030303,16,1,0
2022-03-15 17:00:00,37,1,6348.39,171.58,19.29,0.027027,17,1,0
2022-03-15 18:00:00,27,0,4797.7,177.69,16.81,0.0,18,1,0
2022-03-15 19:00:00,40,0,9483.46,237.09,22.17,0.0,19,1,0
2022-03-15 20:00:00,48,1,8790.56,183.14,23.45,0.020833,20,1,0
2022-03-15 21:00:00,35,0,6543.41,186.95,19.43,0.0,21,1,0
2022-03-15 22:00:00,45,0,7377.19,163.94,20.4,0.0,22,1,0
2022-03-15 23:00:00,32,0,8606.51,268.95,22.74,0.0,23,1,0
2022-03-16 00:00:00,37,1,4938.98,133.49,20.78,0.027027,0,2,0
2022-03-16 01:00:00,26,1,3768.58,144.95,17.55,0.038462,1,2,0
2022-03-16 02:00:00,34,2,5113.26,150.39,28.92,0.058824,2,2,0
2022-03-16 03:00:00,38,1,5463.7,143.78,22.55,0.026316,3,2,0
2022-03-16 04:00:00,49,1,8814.45,179.89,18.94,0.020408,4,2,0
2022-03-16 05:00:00,39,4,10858.09,278.41,21.03,0.102564,5,2,0
2022-03-16 06:00:00,39,0,5854.13,150.11,20.64,0.0,6,2,0
2022-03-16 07:00:00,39,0,4965.79,127.33,22.97,0.0,7,2,0
2022-03-16 08:00:00,40,0,6587.08,164.68,21.39,0.0,8,2,0
2022-03-16 09:00:00,45,1,9429.69,209.55,19.15,0.022222,9,2,0
2022-03-16 10:00:00,41,1,7999.35,195.11,23.5,0.02439,10,2,0
2022-03-16 11:00:00,33,0,5388.89,163.3,20.13,0.0,11,2,0
2022-03-16 12:00:00,36,1,11350.51,315.29,22.29,0.027778,12,2,0
2022-03-16 13:00:00,42,0,6352.58,151.25,23.82,0.0,13,2,0
2022-03-16 14:00:00,39,1,6875.83,176.3,16.69,0.025641,14,2,0
2022-03-16 15:00:00,37,1,4731.96,127.89,24.65,0.027027,15,2,0
2022-03-16 16:00:00,35,1,5559.23,158.84,29.32,0.028571,16,2,0
2022-03-16 17:00:00,34,0,6722.16,197.71,25.19,0.0,17,2,0
2022-03-16 18:00:00,44,1,6894.63,156.7,23.25,0.022727,18,2,0
2022-03-16 19:00:00,46,0,8618.47,187.36,22.11,0.0,19,2,0
2022-03-16 20:00:00,43,1,9329.77,216.97,19.98,0.023256,20,2,0
2022-03-16 21:00:00,37,0,6369.18,172.14,24.06,0.0,21,2,0
2022-03-16 22:00:00,39,1,6880.73,176.43,22.38,0.025641,22,2,0
2022-03-16 23:00:00,31,0,5535.64,178.57,20.35,0.0,23,2,0
2022-03-17 00:00:00,38,1,6842.11,180.06,21.23,0.026316,0,3,0
2022-03-17 01:00:00,44,1,7976.5,181.28,20.7,0.022727,1,3,0
2022-03-17 02:00:00,37,2,5247.34,141.82,22.1,0.054054,2,3,0
2022-03-17 03:00:00,28,0,6133.03,219.04,17.91,0.0,3,3,0
2022-03-17 04:00:00,34,1,5507.59,161.99,24.11,0.029412,4,3,0
2022-03-17 05:00:00,42,2,8401.18,200.03,22.65,0.047619,5,3,0
2022-03-17 06:00:00,39,0,8621.59,221.07,19.46,0.0,6,3,0
2022-03-17 07:00:00,30,0,2703.57,90.12,19.17,0.0,7,3,0
2022-03-17 08:00:00,50,0,10226.11,204.52,24.07,0.0,8,3,0
2022-03-17 09:00:00,29,0,6768.22,233.39,15.89,0.0,9,3,0
2022-03-17 10:00:00,39,1,5701.46,146.19,20.42,0.025641,10,3,0
2022-03-17 11:00:00,44,0,6558.99,149.07,23.15,0.0,11,3,0
2022-03-17 12:00:00,31,0,6385.88,206.0,22.03,0.0,12,3,0
2022-03-17 13:00:00,24,0,2657.96,110.75,16.6,0.0,13,3,0
2022-03-17 14:00:00,41,2,5133.9,125.22,22.48,0.04878,14,3,0
2022-03-17 15:00:00,37,1,5511.58,148.96,22.86,0.027027,15,3,0
2022-03-17 16:00:00,25,1,4212.23,168.49,21.06,0.04,16,3,0
