account_a,account_b,shared_type,connection_count,ring_id,both_fraud
ACC0028402,ACC0000724,email_domain,3,RING0088,1
ACC0028402,ACC0006954,ip_address,5,RING0088,1
ACC0028402,ACC0012234,phone,14,RING0088,1
ACC0028402,ACC0036118,device_id,4,RING0088,1
ACC0028402,ACC0026293,device_id,8,RING0088,1
ACC0028402,ACC0025163,phone,3,RING0088,1
ACC0028402,ACC0011065,email_domain,6,RING0088,1
ACC0034059,ACC0000724,phone,8,RING0088,1
ACC0034059,ACC0006954,device_id,12,RING0088,1
ACC0034059,ACC0012234,ip_address,11,RING0088,1
ACC0034059,ACC0036118,ip_address,14,RING0088,1
ACC0034059,ACC0026293,email_domain,6,RING0088,1
ACC0034059,ACC0025163,ip_address,6,RING0088,1
ACC0034059,ACC0011065,device_id,7,RING0088,1
ACC0000724,ACC0006954,ip_address,10,RING0088,1
ACC0000724,ACC0012234,ip_address,8,RING0088,1
ACC0000724,ACC0036118,device_id,7,RING0088,1
ACC0000724,ACC0026293,email_domain,5,RING0088,1
ACC0000724,ACC0025163,device_id,14,RING0088,1
ACC0000724,ACC0011065,device_id,2,RING0088,1
ACC0006954,ACC0012234,phone,10,RING0088,1
ACC0006954,ACC0036118,phone,9,RING0088,1
ACC0006954,ACC0026293,email_domain,9,RING0088,1
ACC0006954,ACC0025163,device_id,5,RING0088,1
ACC0006954,ACC0011065,email_domain,9,RING0088,1
ACC0012234,ACC0036118,phone,7,RING0088,1
ACC0012234,ACC0026293,device_id,13,RING0088,1
ACC0012234,ACC0025163,ip_address,11,RING0088,1
ACC0012234,ACC0011065,ip_address,9,RING0088,1
ACC0036118,ACC0026293,device_id,6,RING0088,1
ACC0036118,ACC0025163,phone,9,RING0088,1
ACC0036118,ACC0011065,phone,11,RING0088,1
ACC0026293,ACC0025163,email_domain,8,RING0088,1
ACC0026293,ACC0011065,phone,4,RING0088,1
ACC0025163,ACC0011065,ip_address,10,RING0088,1
ACC0000044,ACC0037546,device_id,10,RING0089,1
ACC0000044,ACC0016647,phone,8,RING0089,1
ACC0000044,ACC0046171,email_domain,10,RING0089,1
ACC0000044,ACC0033706,email_domain,11,RING0089,1
ACC0000044,ACC0032257,email_domain,11,RING0089,1
ACC0037546,ACC0016647,device_id,8,RING0089,1
ACC0037546,ACC0046171,device_id,2,RING0089,1
ACC0037546,ACC0033706,device_id,13,RING0089,1
ACC0037546,ACC0032257,device_id,10,RING0089,1
ACC0016647,ACC0046171,email_domain,10,RING0089,1
ACC0016647,ACC0033706,ip_address,2,RING0089,1
ACC0016647,ACC0032257,phone,8,RING0089,1
ACC0046171,ACC0033706,email_domain,11,RING0089,1
ACC0046171,ACC0032257,email_domain,14,RING0089,1
ACC0033706,ACC0032257,email_domain,13,RING0089,1
ACC0031270,ACC0007284,ip_address,8,RING0090,1
ACC0031270,ACC0007774,email_domain,2,RING0090,1
ACC0031270,ACC0035709,ip_address,4,RING0090,1
ACC0031270,ACC0032306,email_domain,7,RING0090,1
ACC0031270,ACC0026387,device_id,7,RING0090,1
ACC0031270,ACC0039544,ip_address,9,RING0090,1
ACC0031270,ACC0036775,device_id,13,RING0090,1
ACC0007284,ACC0007774,device_id,3,RING0090,1
ACC0007284,ACC0035709,email_domain,14,RING0090,1
ACC0007284,ACC0032306,email_domain,4,RING0090,1
ACC0007284,ACC0026387,ip_address,12,RING0090,1
ACC0007284,ACC0039544,ip_address,3,RING0090,1
ACC0007284,ACC0036775,phone,9,RING0090,1
ACC0007774,ACC0035709,email_domain,8,RING0090,1
ACC0007774,ACC0032306,device_id,5,RING0090,1
ACC0007774,ACC0026387,phone,2,RING0090,1
ACC0007774,ACC0039544,device_id,14,RING0090,1
ACC0007774,ACC0036775,phone,9,RING0090,1
ACC0035709,ACC0032306,email_domain,8,RING0090,1
ACC0035709,ACC0026387,phone,5,RING0090,1
ACC0035709,ACC0039544,ip_address,13,RING0090,1
ACC0035709,ACC0036775,device_id,11,RING0090,1
ACC0032306,ACC0026387,email_domain,11,RING0090,1
ACC0032306,ACC0039544,ip_address,8,RING0090,1
ACC0032306,ACC0036775,phone,3,RING0090,1
ACC0026387,ACC0039544,device_id,4,RING0090,1
ACC0026387,ACC0036775,device_id,2,RING0090,1
ACC0039544,ACC0036775,ip_address,6,RING0090,1
ACC0024866,ACC0023701,email_domain,10,RING0091,1
ACC0024866,ACC0035380,device_id,11,RING0091,1
ACC0024866,ACC0042684,device_id,3,RING0091,1
ACC0024866,ACC0031694,email_domain,10,RING0091,1
ACC0024866,ACC0043633,email_domain,6,RING0091,1
ACC0023701,ACC0035380,device_id,4,RING0091,1
ACC0023701,ACC0042684,email_domain,4,RING0091,1
ACC0023701,ACC0031694,email_domain,3,RING0091,1
ACC0023701,ACC0043633,phone,4,RING0091,1
ACC0035380,ACC0042684,email_domain,6,RING0091,1
ACC0035380,ACC0031694,phone,7,RING0091,1
ACC0035380,ACC0043633,email_domain,9,RING0091,1
ACC0042684,ACC0031694,device_id,4,RING0091,1
ACC0042684,ACC0043633,phone,4,RING0091,1
ACC0031694,ACC0043633,email_domain,8,RING0091,1
ACC0032084,ACC0013037,ip_address,2,RING0092,1
ACC0032084,ACC0007318,email_domain,3,RING0092,1
ACC0032084,ACC0018908,ip_address,8,RING0092,1
ACC0032084,ACC0042810,email_domain,12,RING0092,1
ACC0032084,ACC0010943,ip_address,5,RING0092,1
ACC0032084,ACC0005388,device_id,5,RING0092,1
ACC0032084,ACC0023163,email_domain,2,RING0092,1
ACC0013037,ACC0007318,ip_address,3,RING0092,1
ACC0013037,ACC0018908,ip_address,7,RING0092,1
ACC0013037,ACC0042810,phone,6,RING0092,1
ACC0013037,ACC0010943,ip_address,11,RING0092,1
ACC0013037,ACC0005388,email_domain,3,RING0092,1
ACC0013037,ACC0023163,ip_address,7,RING0092,1
ACC0007318,ACC0018908,ip_address,6,RING0092,1
ACC0007318,ACC0042810,phone,13,RING0092,1
ACC0007318,ACC0010943,phone,10,RING0092,1
ACC0007318,ACC0005388,device_id,8,RING0092,1
ACC0007318,ACC0023163,phone,5,RING0092,1
ACC0018908,ACC0042810,ip_address,3,RING0092,1
ACC0018908,ACC0010943,device_id,8,RING0092,1
ACC0018908,ACC0005388,device_id,3,RING0092,1
ACC0018908,ACC0023163,email_domain,7,RING0092,1
ACC0042810,ACC0010943,phone,13,RING0092,1
ACC0042810,ACC0005388,ip_address,12,RING0092,1
ACC0042810,ACC0023163,phone,12,RING0092,1
ACC0010943,ACC0005388,ip_address,11,RING0092,1
ACC0010943,ACC0023163,phone,9,RING0092,1
ACC0005388,ACC0023163,device_id,6,RING0092,1
ACC0005752,ACC0003925,ip_address,14,RING0093,1
ACC0005752,ACC0039090,email_domain,4,RING0093,1
ACC0005752,ACC0048188,device_id,5,RING0093,1
ACC0005752,ACC0048554,phone,4,RING0093,1
ACC0005752,ACC0032163,ip_address,5,RING0093,1
ACC0005752,ACC0005266,device_id,3,RING0093,1
ACC0005752,ACC0000378,ip_address,14,RING0093,1
ACC0005752,ACC0037956,email_domain,5,RING0093,1
ACC0005752,ACC0012529,phone,10,RING0093,1
ACC0003925,ACC0039090,email_domain,10,RING0093,1
ACC0003925,ACC0048188,device_id,7,RING0093,1
ACC0003925,ACC0048554,email_domain,14,RING0093,1
ACC0003925,ACC0032163,device_id,14,RING0093,1
ACC0003925,ACC0005266,phone,2,RING0093,1
ACC0003925,ACC0000378,device_id,11,RING0093,1
ACC0003925,ACC0037956,device_id,3,RING0093,1
ACC0003925,ACC0012529,email_domain,4,RING0093,1
ACC0039090,ACC0048188,ip_address,11,RING0093,1
ACC0039090,ACC0048554,phone,12,RING0093,1
ACC0039090,ACC0032163,email_domain,4,RING0093,1
ACC0039090,ACC0005266,device_id,5,RING0093,1
ACC0039090,ACC0000378,ip_address,2,RING0093,1
ACC0039090,ACC0037956,phone,10,RING0093,1
ACC0039090,ACC0012529,ip_address,4,RING0093,1
ACC0048188,ACC0048554,phone,7,RING0093,1
ACC0048188,ACC0032163,phone,6,RING0093,1
ACC0048188,ACC0005266,device_id,6,RING0093,1
ACC0048188,ACC0000378,ip_address,9,RING0093,1
ACC0048188,ACC0037956,email_domain,5,RING0093,1
ACC0048188,ACC0012529,phone,3,RING0093,1
ACC0048554,ACC0032163,device_id,12,RING0093,1
ACC0048554,ACC0005266,device_id,2,RING0093,1
ACC0048554,ACC0000378,phone,13,RING0093,1
ACC0048554,ACC0037956,email_domain,12,RING0093,1
ACC0048554,ACC0012529,phone,9,RING0093,1
ACC0032163,ACC0005266,device_id,2,RING0093,1
ACC0032163,ACC0000378,email_domain,14,RING0093,1
ACC0032163,ACC0037956,ip_address,11,RING0093,1
ACC0032163,ACC0012529,email_domain,5,RING0093,1
ACC0005266,ACC0000378,device_id,14,RING0093,1
ACC0005266,ACC0037956,device_id,3,RING0093,1
ACC0005266,ACC0012529,device_id,12,RING0093,1
ACC0000378,ACC0037956,ip_address,10,RING0093,1
ACC0000378,ACC0012529,email_domain,5,RING0093,1
ACC0037956,ACC0012529,phone,13,RING0093,1
ACC0022918,ACC0033613,email_domain,10,RING0094,1
ACC0022918,ACC0045951,phone,3,RING0094,1
ACC0022918,ACC0042806,phone,11,RING0094,1
ACC0033613,ACC0045951,email_domain,8,RING0094,1
ACC0033613,ACC0042806,ip_address,7,RING0094,1
ACC0045951,ACC0042806,phone,5,RING0094,1
ACC0006703,ACC0035446,phone,9,RING0095,1
ACC0006703,ACC0025334,email_domain,8,RING0095,1
ACC0006703,ACC0010203,phone,13,RING0095,1
ACC0035446,ACC0025334,ip_address,4,RING0095,1
ACC0035446,ACC0010203,phone,4,RING0095,1
ACC0025334,ACC0010203,phone,13,RING0095,1
ACC0001925,ACC0032189,phone,8,RING0096,1
ACC0001925,ACC0039918,ip_address,13,RING0096,1
ACC0001925,ACC0025831,ip_address,12,RING0096,1
ACC0001925,ACC0006841,email_domain,14,RING0096,1
ACC0001925,ACC0000542,ip_address,10,RING0096,1
ACC0001925,ACC0014321,device_id,12,RING0096,1
ACC0001925,ACC0034369,email_domain,10,RING0096,1
ACC0032189,ACC0039918,device_id,11,RING0096,1
ACC0032189,ACC0025831,email_domain,14,RING0096,1
ACC0032189,ACC0006841,phone,14,RING0096,1
ACC0032189,ACC0000542,phone,9,RING0096,1
ACC0032189,ACC0014321,ip_address,6,RING0096,1
ACC0032189,ACC0034369,ip_address,4,RING0096,1
ACC0039918,ACC0025831,email_domain,2,RING0096,1
ACC0039918,ACC0006841,device_id,10,RING0096,1
ACC0039918,ACC0000542,email_domain,8,RING0096,1
ACC0039918,ACC0014321,email_domain,3,RING0096,1
ACC0039918,ACC0034369,phone,8,RING0096,1
ACC0025831,ACC0006841,email_domain,11,RING0096,1
ACC0025831,ACC0000542,phone,13,RING0096,1
ACC0025831,ACC0014321,device_id,8,RING0096,1
ACC0025831,ACC0034369,email_domain,8,RING0096,1
ACC0006841,ACC0000542,device_id,4,RING0096,1
ACC0006841,ACC0014321,ip_address,2,RING0096,1
ACC0006841,ACC0034369,ip_address,5,RING0096,1
ACC0000542,ACC0014321,device_id,10,RING0096,1
ACC0000542,ACC0034369,device_id,14,RING0096,1
ACC0014321,ACC0034369,phone,3,RING0096,1
ACC0005226,ACC0026553,ip_address,7,RING0097,1
ACC0005226,ACC0041933,device_id,8,RING0097,1
ACC0005226,ACC0034806,phone,14,RING0097,1
ACC0005226,ACC0045195,device_id,4,RING0097,1
ACC0005226,ACC0019375,device_id,5,RING0097,1
ACC0005226,ACC0041005,device_id,9,RING0097,1
ACC0005226,ACC0048764,device_id,4,RING0097,1
ACC0005226,ACC0022460,ip_address,9,RING0097,1
ACC0005226,ACC0041003,ip_address,3,RING0097,1
ACC0026553,ACC0041933,phone,8,RING0097,1
ACC0026553,ACC0034806,phone,3,RING0097,1
ACC0026553,ACC0045195,device_id,7,RING0097,1
ACC0026553,ACC0019375,phone,9,RING0097,1
ACC0026553,ACC0041005,device_id,13,RING0097,1
ACC0026553,ACC0048764,email_domain,7,RING0097,1
ACC0026553,ACC0022460,ip_address,6,RING0097,1
ACC0026553,ACC0041003,phone,11,RING0097,1
ACC0041933,ACC0034806,phone,14,RING0097,1
ACC0041933,ACC0045195,email_domain,3,RING0097,1
ACC0041933,ACC0019375,phone,9,RING0097,1
ACC0041933,ACC0041005,phone,10,RING0097,1
ACC0041933,ACC0048764,email_domain,5,RING0097,1
ACC0041933,ACC0022460,phone,14,RING0097,1
ACC0041933,ACC0041003,device_id,10,RING0097,1
ACC0034806,ACC0045195,email_domain,9,RING0097,1
ACC0034806,ACC0019375,email_domain,11,RING0097,1
ACC0034806,ACC0041005,device_id,10,RING0097,1
ACC0034806,ACC0048764,email_domain,14,RING0097,1
ACC0034806,ACC0022460,email_domain,4,RING0097,1
ACC0034806,ACC0041003,email_domain,3,RING0097,1
ACC0045195,ACC0019375,email_domain,7,RING0097,1
ACC0045195,ACC0041005,email_domain,13,RING0097,1
ACC0045195,ACC0048764,phone,8,RING0097,1
ACC0045195,ACC0022460,ip_address,2,RING0097,1
ACC0045195,ACC0041003,email_domain,5,RING0097,1
ACC0019375,ACC0041005,phone,14,RING0097,1
ACC0019375,ACC0048764,phone,2,RING0097,1
ACC0019375,ACC0022460,email_domain,3,RING0097,1
ACC0019375,ACC0041003,device_id,6,RING0097,1
ACC0041005,ACC0048764,ip_address,3,RING0097,1
ACC0041005,ACC0022460,device_id,4,RING0097,1
ACC0041005,ACC0041003,phone,13,RING0097,1
ACC0048764,ACC0022460,email_domain,12,RING0097,1
ACC0048764,ACC0041003,phone,8,RING0097,1
ACC0022460,ACC0041003,phone,14,RING0097,1
ACC0007383,ACC0026709,device_id,8,RING0098,1
ACC0007383,ACC0005900,phone,14,RING0098,1
ACC0007383,ACC0036850,device_id,3,RING0098,1
ACC0007383,ACC0031868,ip_address,3,RING0098,1
ACC0007383,ACC0013932,device_id,12,RING0098,1
ACC0007383,ACC0037076,phone,12,RING0098,1
ACC0007383,ACC0046497,email_domain,9,RING0098,1
ACC0007383,ACC0035126,ip_address,3,RING0098,1
ACC0007383,ACC0016860,device_id,7,RING0098,1
ACC0026709,ACC0005900,device_id,9,RING0098,1
ACC0026709,ACC0036850,email_domain,11,RING0098,1
ACC0026709,ACC0031868,phone,11,RING0098,1
ACC0026709,ACC0013932,email_domain,6,RING0098,1
ACC0026709,ACC0037076,email_domain,9,RING0098,1
ACC0026709,ACC0046497,phone,3,RING0098,1
ACC0026709,ACC0035126,device_id,14,RING0098,1
ACC0026709,ACC0016860,device_id,13,RING0098,1
ACC0005900,ACC0036850,email_domain,7,RING0098,1
ACC0005900,ACC0031868,email_domain,12,RING0098,1
ACC0005900,ACC0013932,email_domain,10,RING0098,1
ACC0005900,ACC0037076,email_domain,6,RING0098,1
ACC0005900,ACC0046497,device_id,14,RING0098,1
ACC0005900,ACC0035126,ip_address,3,RING0098,1
ACC0005900,ACC0016860,phone,8,RING0098,1
ACC0036850,ACC0031868,phone,11,RING0098,1
ACC0036850,ACC0013932,phone,13,RING0098,1
ACC0036850,ACC0037076,device_id,4,RING0098,1
ACC0036850,ACC0046497,email_domain,14,RING0098,1
ACC0036850,ACC0035126,phone,14,RING0098,1
ACC0036850,ACC0016860,ip_address,14,RING0098,1
ACC0031868,ACC0013932,device_id,8,RING0098,1
ACC0031868,ACC0037076,ip_address,12,RING0098,1
ACC0031868,ACC0046497,device_id,4,RING0098,1
ACC0031868,ACC0035126,email_domain,8,RING0098,1
ACC0031868,ACC0016860,device_id,9,RING0098,1
ACC0013932,ACC0037076,phone,14,RING0098,1
ACC0013932,ACC0046497,device_id,7,RING0098,1
ACC0013932,ACC0035126,phone,9,RING0098,1
ACC0013932,ACC0016860,phone,6,RING0098,1
ACC0037076,ACC0046497,email_domain,8,RING0098,1
ACC0037076,ACC0035126,ip_address,2,RING0098,1
ACC0037076,ACC0016860,email_domain,4,RING0098,1
ACC0046497,ACC0035126,device_id,2,RING0098,1
ACC0046497,ACC0016860,email_domain,7,RING0098,1
ACC0035126,ACC0016860,email_domain,12,RING0098,1
ACC0025101,ACC0002729,device_id,9,RING0099,1
ACC0025101,ACC0015597,phone,7,RING0099,1
ACC0025101,ACC0002326,device_id,10,RING0099,1
ACC0002729,ACC0015597,device_id,4,RING0099,1
ACC0002729,ACC0002326,email_domain,14,RING0099,1
ACC0015597,ACC0002326,email_domain,3,RING0099,1
ACC0024967,ACC0038636,device_id,11,RING0100,1
ACC0024967,ACC0002014,ip_address,4,RING0100,1
ACC0038636,ACC0002014,ip_address,5,RING0100,1
ACC0018065,ACC0045745,phone,7,RING0101,1
ACC0018065,ACC0033918,device_id,11,RING0101,1
ACC0018065,ACC0021277,email_domain,5,RING0101,1
ACC0018065,ACC0003570,email_domain,6,RING0101,1
ACC0018065,ACC0012894,device_id,4,RING0101,1
ACC0018065,ACC0020830,phone,9,RING0101,1
ACC0018065,ACC0014693,phone,5,RING0101,1
ACC0018065,ACC0041888,ip_address,3,RING0101,1
ACC0018065,ACC0005452,phone,12,RING0101,1
ACC0018065,ACC0036510,phone,5,RING0101,1
ACC0045745,ACC0033918,device_id,2,RING0101,1
ACC0045745,ACC0021277,email_domain,6,RING0101,1
ACC0045745,ACC0003570,email_domain,13,RING0101,1
ACC0045745,ACC0012894,ip_address,7,RING0101,1
ACC0045745,ACC0020830,email_domain,14,RING0101,1
ACC0045745,ACC0014693,device_id,9,RING0101,1
ACC0045745,ACC0041888,ip_address,8,RING0101,1
ACC0045745,ACC0005452,device_id,13,RING0101,1
ACC0045745,ACC0036510,device_id,12,RING0101,1
ACC0033918,ACC0021277,phone,6,RING0101,1
ACC0033918,ACC0003570,email_domain,4,RING0101,1
ACC0033918,ACC0012894,phone,4,RING0101,1
ACC0033918,ACC0020830,email_domain,9,RING0101,1
ACC0033918,ACC0014693,email_domain,2,RING0101,1
ACC0033918,ACC0041888,device_id,14,RING0101,1
ACC0033918,ACC0005452,device_id,9,RING0101,1
ACC0033918,ACC0036510,device_id,9,RING0101,1
ACC0021277,ACC0003570,phone,7,RING0101,1
ACC0021277,ACC0012894,device_id,8,RING0101,1
ACC0021277,ACC0020830,device_id,8,RING0101,1
ACC0021277,ACC0014693,email_domain,14,RING0101,1
ACC0021277,ACC0041888,ip_address,11,RING0101,1
ACC0021277,ACC0005452,email_domain,12,RING0101,1
ACC0021277,ACC0036510,phone,11,RING0101,1
ACC0003570,ACC0012894,email_domain,6,RING0101,1
ACC0003570,ACC0020830,phone,6,RING0101,1
ACC0003570,ACC0014693,device_id,8,RING0101,1
ACC0003570,ACC0041888,ip_address,8,RING0101,1
ACC0003570,ACC0005452,email_domain,8,RING0101,1
ACC0003570,ACC0036510,ip_address,12,RING0101,1
ACC0012894,ACC0020830,device_id,7,RING0101,1
ACC0012894,ACC0014693,email_domain,11,RING0101,1
ACC0012894,ACC0041888,phone,9,RING0101,1
ACC0012894,ACC0005452,phone,8,RING0101,1
ACC0012894,ACC0036510,phone,2,RING0101,1
ACC0020830,ACC0014693,phone,14,RING0101,1
ACC0020830,ACC0041888,ip_address,9,RING0101,1
ACC0020830,ACC0005452,device_id,14,RING0101,1
ACC0020830,ACC0036510,phone,5,RING0101,1
ACC0014693,ACC0041888,ip_address,10,RING0101,1
ACC0014693,ACC0005452,email_domain,5,RING0101,1
ACC0014693,ACC0036510,phone,8,RING0101,1
ACC0041888,ACC0005452,email_domain,13,RING0101,1
ACC0041888,ACC0036510,phone,14,RING0101,1
ACC0005452,ACC0036510,phone,10,RING0101,1
ACC0002233,ACC0005500,email_domain,4,RING0102,1
ACC0002233,ACC0044781,device_id,5,RING0102,1
ACC0002233,ACC0019557,email_domain,5,RING0102,1
ACC0002233,ACC0006587,ip_address,10,RING0102,1
ACC0005500,ACC0044781,phone,12,RING0102,1
ACC0005500,ACC0019557,ip_address,8,RING0102,1
ACC0005500,ACC0006587,device_id,12,RING0102,1
ACC0044781,ACC0019557,email_domain,12,RING0102,1
ACC0044781,ACC0006587,phone,12,RING0102,1
ACC0019557,ACC0006587,email_domain,11,RING0102,1
ACC0030771,ACC0008420,ip_address,4,RING0103,1
ACC0030771,ACC0042913,ip_address,5,RING0103,1
ACC0030771,ACC0040951,ip_address,10,RING0103,1
ACC0030771,ACC0049628,ip_address,9,RING0103,1
ACC0030771,ACC0045905,phone,9,RING0103,1
ACC0008420,ACC0042913,email_domain,14,RING0103,1
ACC0008420,ACC0040951,ip_address,6,RING0103,1
ACC0008420,ACC0049628,ip_address,9,RING0103,1
ACC0008420,ACC0045905,phone,14,RING0103,1
ACC0042913,ACC0040951,device_id,4,RING0103,1
ACC0042913,ACC0049628,ip_address,10,RING0103,1
ACC0042913,ACC0045905,email_domain,2,RING0103,1
ACC0040951,ACC0049628,ip_address,13,RING0103,1
ACC0040951,ACC0045905,ip_address,4,RING0103,1
ACC0049628,ACC0045905,ip_address,11,RING0103,1
ACC0000065,ACC0042933,email_domain,10,RING0104,1
ACC0000065,ACC0039495,email_domain,5,RING0104,1
ACC0000065,ACC0041324,device_id,2,RING0104,1
ACC0000065,ACC0038728,email_domain,10,RING0104,1
ACC0000065,ACC0007574,email_domain,12,RING0104,1
ACC0000065,ACC0047896,phone,9,RING0104,1
ACC0000065,ACC0033925,phone,5,RING0104,1
ACC0042933,ACC0039495,phone,3,RING0104,1
ACC0042933,ACC0041324,phone,13,RING0104,1
ACC0042933,ACC0038728,phone,3,RING0104,1
ACC0042933,ACC0007574,device_id,12,RING0104,1
ACC0042933,ACC0047896,email_domain,12,RING0104,1
ACC0042933,ACC0033925,email_domain,8,RING0104,1
ACC0039495,ACC0041324,device_id,5,RING0104,1
ACC0039495,ACC0038728,phone,5,RING0104,1
ACC0039495,ACC0007574,phone,7,RING0104,1
ACC0039495,ACC0047896,phone,9,RING0104,1
ACC0039495,ACC0033925,ip_address,5,RING0104,1
ACC0041324,ACC0038728,ip_address,2,RING0104,1
ACC0041324,ACC0007574,phone,3,RING0104,1
ACC0041324,ACC0047896,phone,4,RING0104,1
ACC0041324,ACC0033925,device_id,2,RING0104,1
ACC0038728,ACC0007574,email_domain,9,RING0104,1
ACC0038728,ACC0047896,device_id,11,RING0104,1
ACC0038728,ACC0033925,email_domain,12,RING0104,1
ACC0007574,ACC0047896,device_id,12,RING0104,1
ACC0007574,ACC0033925,device_id,12,RING0104,1
ACC0047896,ACC0033925,ip_address,14,RING0104,1
ACC0009469,ACC0013620,device_id,9,RING0105,1
ACC0009469,ACC0034000,phone,14,RING0105,1
ACC0009469,ACC0043687,email_domain,14,RING0105,1
ACC0009469,ACC0023835,ip_address,7,RING0105,1
ACC0009469,ACC0044485,phone,5,RING0105,1
ACC0009469,ACC0008639,ip_address,8,RING0105,1
ACC0009469,ACC0047842,ip_address,9,RING0105,1
ACC0013620,ACC0034000,device_id,9,RING0105,1
ACC0013620,ACC0043687,device_id,4,RING0105,1
ACC0013620,ACC0023835,ip_address,14,RING0105,1
ACC0013620,ACC0044485,phone,2,RING0105,1
ACC0013620,ACC0008639,phone,9,RING0105,1
ACC0013620,ACC0047842,device_id,8,RING0105,1
ACC0034000,ACC0043687,email_domain,13,RING0105,1
ACC0034000,ACC0023835,email_domain,5,RING0105,1
ACC0034000,ACC0044485,ip_address,6,RING0105,1
ACC0034000,ACC0008639,device_id,3,RING0105,1
ACC0034000,ACC0047842,email_domain,5,RING0105,1
ACC0043687,ACC0023835,ip_address,6,RING0105,1
ACC0043687,ACC0044485,device_id,7,RING0105,1
ACC0043687,ACC0008639,phone,10,RING0105,1
ACC0043687,ACC0047842,phone,11,RING0105,1
ACC0023835,ACC0044485,phone,6,RING0105,1
ACC0023835,ACC0008639,email_domain,14,RING0105,1
ACC0023835,ACC0047842,ip_address,7,RING0105,1
ACC0044485,ACC0008639,phone,2,RING0105,1
ACC0044485,ACC0047842,email_domain,14,RING0105,1
ACC0008639,ACC0047842,phone,4,RING0105,1
ACC0004625,ACC0010504,device_id,14,RING0106,1
ACC0004625,ACC0015830,phone,3,RING0106,1
ACC0004625,ACC0026216,device_id,9,RING0106,1
ACC0004625,ACC0009868,phone,8,RING0106,1
ACC0004625,ACC0013472,phone,5,RING0106,1
ACC0004625,ACC0027068,email_domain,9,RING0106,1
ACC0004625,ACC0028462,phone,10,RING0106,1
ACC0004625,ACC0026390,email_domain,5,RING0106,1
ACC0004625,ACC0043919,email_domain,12,RING0106,1
ACC0004625,ACC0003420,email_domain,13,RING0106,1
ACC0010504,ACC0015830,device_id,11,RING0106,1
ACC0010504,ACC0026216,phone,3,RING0106,1
ACC0010504,ACC0009868,email_domain,12,RING0106,1
ACC0010504,ACC0013472,email_domain,7,RING0106,1
ACC0010504,ACC0027068,device_id,4,RING0106,1
ACC0010504,ACC0028462,phone,12,RING0106,1
ACC0010504,ACC0026390,device_id,6,RING0106,1
ACC0010504,ACC0043919,ip_address,5,RING0106,1
ACC0010504,ACC0003420,device_id,3,RING0106,1
ACC0015830,ACC0026216,email_domain,11,RING0106,1
ACC0015830,ACC0009868,email_domain,6,RING0106,1
ACC0015830,ACC0013472,device_id,4,RING0106,1
ACC0015830,ACC0027068,phone,7,RING0106,1
ACC0015830,ACC0028462,device_id,2,RING0106,1
ACC0015830,ACC0026390,device_id,7,RING0106,1
ACC0015830,ACC0043919,ip_address,9,RING0106,1
ACC0015830,ACC0003420,email_domain,12,RING0106,1
ACC0026216,ACC0009868,device_id,9,RING0106,1
ACC0026216,ACC0013472,ip_address,2,RING0106,1
ACC0026216,ACC0027068,email_domain,7,RING0106,1
ACC0026216,ACC0028462,device_id,8,RING0106,1
ACC0026216,ACC0026390,device_id,4,RING0106,1
ACC0026216,ACC0043919,phone,3,RING0106,1
ACC0026216,ACC0003420,ip_address,4,RING0106,1
ACC0009868,ACC0013472,ip_address,10,RING0106,1
ACC0009868,ACC0027068,device_id,14,RING0106,1
ACC0009868,ACC0028462,device_id,6,RING0106,1
ACC0009868,ACC0026390,device_id,12,RING0106,1
ACC0009868,ACC0043919,ip_address,14,RING0106,1
ACC0009868,ACC0003420,phone,7,RING0106,1
ACC0013472,ACC0027068,device_id,14,RING0106,1
ACC0013472,ACC0028462,device_id,8,RING0106,1
ACC0013472,ACC0026390,phone,8,RING0106,1
ACC0013472,ACC0043919,device_id,5,RING0106,1
ACC0013472,ACC0003420,device_id,12,RING0106,1
ACC0027068,ACC0028462,ip_address,9,RING0106,1
ACC0027068,ACC0026390,ip_address,4,RING0106,1
ACC0027068,ACC0043919,email_domain,13,RING0106,1
ACC0027068,ACC0003420,phone,11,RING0106,1
ACC0028462,ACC0026390,email_domain,11,RING0106,1
ACC0028462,ACC0043919,phone,8,RING0106,1
ACC0028462,ACC0003420,ip_address,5,RING0106,1
ACC0026390,ACC0043919,phone,4,RING0106,1
ACC0026390,ACC0003420,ip_address,4,RING0106,1
ACC0043919,ACC0003420,ip_address,4,RING0106,1
ACC0016435,ACC0007450,device_id,7,RING0107,1
ACC0016435,ACC0008400,phone,11,RING0107,1
ACC0016435,ACC0043917,device_id,2,RING0107,1
ACC0016435,ACC0024620,device_id,6,RING0107,1
ACC0016435,ACC0021396,ip_address,14,RING0107,1
ACC0016435,ACC0024809,ip_address,12,RING0107,1
ACC0016435,ACC0012921,ip_address,11,RING0107,1
ACC0007450,ACC0008400,device_id,8,RING0107,1
ACC0007450,ACC0043917,email_domain,14,RING0107,1
ACC0007450,ACC0024620,device_id,7,RING0107,1
ACC0007450,ACC0021396,email_domain,6,RING0107,1
ACC0007450,ACC0024809,phone,10,RING0107,1
ACC0007450,ACC0012921,phone,14,RING0107,1
ACC0008400,ACC0043917,email_domain,7,RING0107,1
ACC0008400,ACC0024620,email_domain,4,RING0107,1
ACC0008400,ACC0021396,ip_address,5,RING0107,1
ACC0008400,ACC0024809,device_id,3,RING0107,1
